,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
81194,a615c1b5469a622a73ca21403b53a241,532dbcac352e57fa320ddfe96740b3d8,6e87a1e15b700b4d9e346c5d56f6dda8,,37.868999,-122.27803,Berkeley,CA,urban,Alameda Co Office of Education,Alameda,t,f,Mrs.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades 9-12,497.85,200.0,f,5/18/12,8/27/12
7988,10a0cc9d84054fcc7849866e208c5ed2,4c0ccc6192b58d623b5e7f9e293416b2,4eac90c8c3a4eb199b4876f3c5f046ad,340135000000.0,40.790005,-74.158194,Belleville,NJ,suburban,Belleville School District,Essex,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,high poverty,Grades PreK-2,255.36,28.0,t,7/20/12,8/17/12
3879,0831a41f704e43f427d3d36fd5309cd5,93254e3b24373f69b6c85aaa4265261a,3f7a2868de72485d1914b7fc0c5b3073,320048000000.0,39.58397,-119.73174099999999,Sparks,NV,,Washoe Co School District,Washoe,f,f,Ms.,Music,Music & The Arts,History & Geography,History & Civics,Supplies,moderate poverty,Grades 3-5,166.93,400.0,f,8/22/13,9/5/13
50193,675056a42b738ba127d5512067f90cc5,bd70ba9eee1718401e7d03164a27f8d5,be042e20d0a0817c8e4ec507f947a23e,360014000000.0,40.564106,-74.151398,Staten Island,NY,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,Ms.,Special Needs,Special Needs,Community Service,Applied Learning,Supplies,high poverty,Grades 6-8,432.36,7.0,f,2/12/13,2/20/13
27773,3986dd9fcf0ab49d23e38f101b240c5b,79d835d2d616f06a959da9c93282f346,8ef8a9c96d14f413b8872b0b0510f872,370348000000.0,36.01744,-79.075546,Chapel Hill,NC,urban,Orange Co School District,Orange,f,f,Mrs.,Parent Involvement,Applied Learning,Early Development,Applied Learning,Technology,high poverty,Grades PreK-2,329.76,16.0,f,9/19/13,12/5/13
98815,ca60ea2f5f466fdc167e0fc09cef73dd,8ef74bea67a0b9130249c1bc8cd3d845,e0c2c027b9b7a0edadb62c9b8532d455,60003611085.0,38.636276,-121.532747,Sacramento,CA,rural,Natomas Unified School Dist,Sacramento,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Other,high poverty,Grades PreK-2,699.09,21.0,f,10/25/13,12/29/13
37080,4c544ecc546576a176af623b0dc0ae9d,1cd137f89179ec99bb6f8c01008c1fc0,6ff7057f52bf386d21635249fb3afbcf,230261000000.0,44.079122,-70.227936,Auburn,ME,urban,Auburn School District,Androscoggin,f,f,Mrs.,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,227.87,30.0,f,3/9/12,3/18/12
73397,9674e729bd91be341e56b4a4cbf6a7ac,6547f90523681dea1de89d2b16bd7ab2,b13f70db81654f1690fb52d1eba0d18f,170993000000.0,41.793531,-87.711321,Chicago,IL,urban,Midway Elementary Network,Cook,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,795.73,120.0,f,1/31/13,2/12/13
89452,b7209bd28085230cae4ec6099c15f75b,0c164a22983b4f161dea29f7fad1ec7a,95d9660f32a2dc2f6da8cebe48d3cbc2,62553008744.0,36.612414,-121.82791100000001,Seaside,CA,suburban,Monterey Peninsula Unified SD,Monterey,t,f,Mrs.,Early Development,Applied Learning,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,820.71,22.0,f,3/26/12,6/20/12
115336,ec31785b45c3be6ba1accf180396596f,4c08bc6b72e32084edc975f1633d0363,48fa6264157d059958c66b7cc5b06d32,100019000000.0,39.157021,-75.504563,Dover,DE,,Capital School District,Kent,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,249.04,22.0,t,10/24/13,11/21/13
28514,3b006b3b7714729d8610562fd32ed81b,a53087da9396cb11fb8274c8decf0e6a,cd3ab3fbb8ea4f6a16b6712e5117d1f2,61473001803.0,33.863991,-117.93141899999999,Fullerton,CA,urban,Fullerton School District,Orange,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,993.13,33.0,f,10/6/13,1/1/14
71845,934c2f7ec9cb385e8462cc8308f75abc,482baa72768f910b0f5b5389ea2c97d9,389f3552533e646618acf04f0ff58364,410774000000.0,44.171021,-122.85378999999999,Marcola,OR,rural,Marcola School District 79j,Lane,f,f,Ms.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Supplies,high poverty,Grades 6-8,842.15,35.0,t,10/1/13,10/12/13
1288,02bc815bd2175f8cb7a282e4991c81f2,aa56f5e1d3fd013c34b0a79d8eb79083,96544695cca01a9ce3ba51b691e56324,240006000000.0,39.173056,-76.735997,Hanover,MD,,Anne Arundel Co School Dist,Anne Arundel,t,f,Mrs.,History & Geography,History & Civics,,,Books,moderate poverty,Grades 9-12,232.4,90.0,f,9/7/13,12/5/13
47141,6121e90672fa7a795b1d1fa887ad08a6,5b6b9adb738d9f1667a158343d614cdc,d88e8cf8519263efdc4985275693010f,470294000000.0,35.084602000000004,-89.93105200000001,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Mrs.,Early Development,Applied Learning,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,455.22,20.0,f,9/12/13,10/25/13
43250,59166e762e13d335ca1a8a2ecbf86a0d,63b0478c95532263167090fdf65e7beb,79d8a597c8ecd1eca15a0ad6cf9a711d,170993000000.0,41.870892,-87.699366,Chicago,IL,urban,West Side Hs Network,Cook,f,f,Ms.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades 9-12,860.21,100.0,f,8/22/13,9/24/13
37385,4d035166882389b8901a6738cca639b6,98a203ebf1ff945b056a83a3e72244ea,00c6ad0a2585c6455ec7a94008878751,210075000000.0,38.029097,-85.603965,Mt Washington,KY,suburban,Bullitt Co Public School Dist,Bullitt,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades 6-8,452.22,120.0,f,5/2/13,7/12/13
52216,6b7530f5794d6429fa00435c3ee5b4f2,ec66683d4b575181de20ada987d76c8c,de199ebb96cc6bf942bb7cc76976a3c8,150003000000.0,21.344914000000003,-157.931017,Honolulu,HI,suburban,Central Oahu School District,Honolulu,f,f,Mrs.,Special Needs,Special Needs,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,253.01,6.0,t,9/2/12,10/9/12
22810,2f16826a6c3511afc4e631e95e4aa036,f3050c93323c3efc0caab1844e8da72b,d7c00f7176c3ae698226c6ce0cf26df6,510117000000.0,37.196847999999996,-77.615835,Church Road,VA,rural,Dinwiddie Co School District,Dinwiddie,f,f,Mrs.,Literacy,Literacy & Language,Early Development,Applied Learning,Technology,moderate poverty,Grades PreK-2,855.29,20.0,f,2/19/12,3/2/12
124054,fe3438925e085e0f75d3bac33285374b,f58f8e2d36b834ceab5104cc737cf1cd,fb2caaf8451506d1a0e4c18651e5ea02,62121002546.0,33.878363,-118.35538799999999,Lawndale,CA,suburban,Lawndale Elem School District,Los Angeles,f,f,Mrs.,Applied Sciences,Math & Science,Environmental Science,Math & Science,Technology,highest poverty,Grades PreK-2,778.39,24.0,f,9/4/13,10/7/13
44763,5c3df04529bdef95f81c2f5ebd758208,d34ed1078940f0be4034a8a9966159e2,d43a1e35417b56dda57ebc2d53912cd3,62805004303.0,37.81917,-122.20138100000001,Oakland,CA,,Oakland Unified School Dist,Alameda,f,f,Ms.,Mathematics,Math & Science,,,Technology,high poverty,Grades 6-8,1007.71,160.0,f,9/1/13,9/28/13
79908,a38a5a109df392d42de3ad4f98d10174,31cc6cc5113237cfdc33a84f39e872c6,0d39f7c7f2daa3d3deb624cdbc419cbe,62637003986.0,37.937259999999995,-122.023918,Concord,CA,suburban,Mt Diablo Unified School Dist,Contra Costa,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 9-12,555.81,35.0,t,11/3/12,2/27/13
71113,91be4d7e0b36ff3935dd73d30fce997e,86815f3aa5150a9329605208946bc2d5,091422c870eb6cc79db54d64643adfb7,90279000585.0,41.323989000000005,-72.908767,New Haven,CT,urban,New Haven City School District,New Haven,f,f,Ms.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,1080.16,120.0,f,6/22/13,9/10/13
91128,ba7ee88e72aad87f70e3d6a00bfddb04,b0be4ce3a61bbc27121ef2fb4e1462a8,9b483f82fd034604a06c597568815819,421899000000.0,39.925088,-75.176293,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Ms.,Character Education,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,847.21,625.0,f,9/16/12,9/27/12
96026,c48e72e95b59aa48bfc5499a627bf279,db7cc71d36f1ff8ff703467d26613f9d,81b33b26ddbd7035c58b3033c561b9f4,450282000000.0,34.043074,-81.126762,Columbia,SC,urban,Lexington-richland Co SD 5,Lexington,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,327.78,18.0,f,10/1/12,10/9/12
119206,f3fc8d16c44249a85bf20845e25c9e5a,b98eba8f54b9893943e76d91853a82e3,dac9c69e0da415809889e8818b40c72c,370331000000.0,35.109509,-77.07810699999999,New Bern,NC,,Craven Co School District,Craven,f,f,Ms.,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,167.0,410.0,t,11/25/13,12/31/13
48544,63f4d209bd978e44c3cb2bb2fffa45db,3f69be2c6ef3b16a1cc72d7e119fe9b1,8a5acdd2e4978e6712169461cc55a4b5,,39.774196,-84.20235699999999,Dayton,OH,,Dayton Public School District,Montgomery,t,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,902.82,20.0,f,7/3/13,10/28/13
123328,fcc29d1cbcf849672bfa459b422697bd,6a7228932d2e4648f6b668b0332315b7,b6a8f512078ead483d4ae334ebb636c2,120018000000.0,26.027361,-80.24434699999999,Hollywood,FL,suburban,Broward Co Public Schools,Broward,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,315.79,20.0,f,5/28/13,6/10/13
94332,c109076022c5def628a4dad998bde7ee,9d4bf49c9c49765ca1637bf5be620de1,b25832137d33953fdfbd74616cf1dc94,370297000000.0,35.10792,-80.886379,Pineville,NC,,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,t,Ms.,Character Education,Applied Learning,Other,Applied Learning,Other,highest poverty,Grades 3-5,300.53,90.0,f,6/12/12,6/24/12
34752,47a464d4479fbdb1525aeb4961f6e5ef,c9c4511e68b467a0b70739d1dc179c70,3a8bc6dbbc3ff5c767629fdaa82058cf,40817001438.0,32.1345,-110.90376699999999,Tucson,AZ,urban,Sunnyside Unified Sch Dist 12,Pima,f,f,Ms.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 9-12,459.73,150.0,t,3/8/12,6/1/12
57903,773639cd3ef7348e79fb506d5673e592,991ff54fc8f90a71077c01c8f51f36fc,a9e17b50d470faefa30f89686a577236,320006000000.0,36.123173,-115.140373,Las Vegas,NV,,Clark Co School District,Clark,f,f,Mrs.,Other,Applied Learning,,,Other,highest poverty,Grades PreK-2,490.16,20.0,f,5/28/12,6/16/12
101667,cff622ff97066bae13ca02845ec4d699,13b55a700b28077a8d8b2bdf10784337,1c1d12593532d56d6b2a1cfbdfa254b4,341164000000.0,40.622890000000005,-74.438583,N Plainfield,NJ,suburban,North Plainfield Pub Sch Dist,Somerset,f,f,Mr.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Technology,high poverty,Grades 9-12,350.32,100.0,t,9/27/13,10/31/13
74577,98bfd00803bdbd804fd8598f484414a3,41e42fbfb6f1d1c886c5436f46bc977a,9968bebe43013b46febdbec38e0f7cfc,263354000000.0,42.259314,-83.23899899999999,Taylor,MI,urban,Taylor School District,Wayne,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades PreK-2,288.19,30.0,f,7/26/13,9/8/13
89746,b7c24860a2f9745b2730afd815e4a15b,d2acf8caa308700df3fa844b50c07701,6c386277fb494284aed0a9114d2de349,63846006456.0,37.386775,-122.02523899999998,Sunnyvale,CA,urban,Sunnyvale School District,Santa Clara,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,442.12,25.0,f,7/15/12,8/2/12
119984,f5bcd31c761fefc67e23d81faac41900,ad4b5244c617568be50785b3005d345d,f2903272baefa5724d6bb31b296cfc59,483999000000.0,29.866068,-95.135193,Houston,TX,suburban,Sheldon Ind School District,Harris,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,639.28,40.0,f,10/5/12,11/20/12
11023,16ac7300748e4c3d3a83aea8f1dbb277,d2440b579333051d96f2907d81f8e362,95cdff9ad2a2c617d2f6b4eb7d9ca160,130255000000.0,33.986270000000005,-84.133774,Duluth,GA,suburban,Gwinnett Co Public School Dist,Gwinnett,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,893.93,75.0,f,3/10/12,6/26/12
35889,49e96844fa471e6915af40da11da0c87,751027013bc9d8329e5f8ebb64b32b87,64c4d078a08bfc9d10f4dc898d383a9f,61440001661.0,37.542239,-121.940102,Fremont,CA,urban,Fremont Unif School District,Alameda,f,f,Mrs.,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,low poverty,Grades 3-5,1170.67,30.0,f,9/11/12,10/10/12
80144,a4035038bdf8207a27dda7d2f79500b6,1fda3c3d0289941b35ea91f36b67946d,d32c1eacb9233567d373c544590317fb,68450007064.0,33.717864,-117.758854,Irvine,CA,urban,Irvine Unif School District,Orange,f,f,Mrs.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,low poverty,Grades 3-5,1807.98,35.0,f,9/3/12,9/16/12
103106,d2f0e49bd6c62ddd4aefe31e94ee3c8f,b340cbfc2e7b2ab76e0a6f8f4bf74f25,18a97d2ffd0d39987a9bcbaa7cfd925d,470294000000.0,35.068775,-89.991188,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Mr.,Social Sciences,History & Civics,History & Geography,History & Civics,Supplies,highest poverty,Grades 6-8,957.39,90.0,t,9/5/13,10/16/13
108752,de6bc61228129280d0b13023e3e9a272,2d6b1be90d7b259f8f59f2a2eee58c31,dde161252564ad07a75b072f0f90705f,120039000000.0,25.835409,-80.215416,Miami,FL,,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Mrs.,Literacy,Literacy & Language,Parent Involvement,Applied Learning,Books,highest poverty,Grades 3-5,765.05,50.0,f,1/7/13,3/29/13
48721,64436126e99be3ff341ffd028550dc30,1c456a2dc894c6620aa1fdace4fe1aff,d2a46136c6a70bf830c3235ff4d2c95a,370003000000.0,36.080902,-79.46144699999999,Burlington,NC,urban,Alamance-burlington Sch Dist,Alamance,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,419.76,50.0,t,10/21/12,10/31/12
43320,5939094b8bec14ec57f86dc5fa6b43fa,9af12c384ba375cc6da331b06fb16023,672b2d185bbf3436431adc970519b886,360528000000.0,40.788028999999995,-73.26003,Brentwood,NY,suburban,Brentwood Union Free Sch Dist,Suffolk,f,f,Mrs.,Literacy,Literacy & Language,,,Other,highest poverty,Grades PreK-2,518.28,26.0,f,3/2/12,3/27/12
42406,5743c57844f1de42fd466a0e7abd221f,481a5aa498a0b1b1f5dfff3582edc514,da6548bf20b2b5130eafba0cde9c1c61,450363000000.0,34.906583000000005,-81.924458,Spartanburg,SC,urban,Spartanburg School District 6,Spartanburg,f,f,Ms.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,high poverty,Grades 3-5,2618.82,135.0,f,11/14/13,1/1/14
40126,529a2b2ada168da377da1cc0e51f5ed3,9be564db50e58db96db27de580b212f0,c6a8abef2bbdac13dd623a40f2dcee18,62271010530.0,33.996578,-118.329399,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,Mr.,Extracurricular,Applied Learning,Character Education,Applied Learning,Trips,high poverty,Grades 6-8,1874.14,135.0,f,4/18/12,5/23/12
18000,2525f27c20e5f018332f7d1123da1c65,afc03c5a8f0ecb160186480626501ca0,e4d55c5afa7760268f60d99eaa07ea5e,62805004301.0,37.767436,-122.207044,Oakland,CA,urban,Oakland Unified School Dist,Alameda,f,f,Ms.,Applied Sciences,Math & Science,Environmental Science,Math & Science,Trips,highest poverty,Grades 3-5,1037.15,55.0,f,10/21/13,12/5/13
32118,426285d4e9a0ca6ee19cce175d05cbd3,877163aa6e5cd12ab6ec60809d827ece,f70e7c82cec996ae1f188fef63638e46,484002000000.0,30.493419,-94.998974,Shepherd,TX,rural,Shepherd Ind School District,San Jacinto,f,f,Mrs.,Early Development,Applied Learning,Other,Applied Learning,Other,highest poverty,Grades PreK-2,508.12,25.0,f,7/27/13,11/17/13
89479,b7301f7f6009f25d8f8c1a2f5228f878,884c408acf99667b662e80ad04cc4b25,ba3a089e05c329e22c7af7cfeaa83847,360008000000.0,40.826338,-73.94700999999999,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades PreK-2,661.69,31.0,f,11/4/12,11/13/12
71933,937583c35e00d0057fa26b02dae16be5,a84c06600827052c881f84c153424da6,4798f74587eabd7e02d0b46f1fa9914d,320006000000.0,36.193047,-115.145981,Las Vegas,NV,urban,Clark Co School District,Clark,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,419.81,40.0,t,9/17/12,12/24/12
48618,6416182055c94b67b6582695f5eefc84,93864317c65573a616020c7a823d432f,2f4eec62378c6e3b8ef0ebfd401ce972,370300000000.0,35.909208,-82.088109,Spruce Pine,NC,rural,Mitchell Co School District,Mitchell,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,high poverty,Grades 3-5,1308.32,18.0,f,12/13/12,3/24/13
108175,dd507b997fd4eb6ec83457e4ed04bfcd,36b5adc2d7fd933e2aa853619c4f1545,809bfb21a5974307683888ce1c5a0423,482391000000.0,30.000690999999996,-95.178106,Humble,TX,suburban,Humble Ind School District,Harris,f,f,Mrs.,Character Education,Applied Learning,,,Books,high poverty,Grades 3-5,169.01,150.0,f,9/6/13,10/7/13
87738,b38a6ce8f79db204c460f2fecd2ee6f5,0d53fa65de4707318fe84b26a78ac7a0,27978274618ca9d2affa6861a144604a,360010000000.0,40.706825,-73.92000300000001,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,Mrs.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,749.38,90.0,f,8/25/12,12/6/12
120866,f79fe332edc068e88765d52194ab9690,5e5abf19d56281b9052338b551e6b2d2,a0e0a7ec8e5aeb3be34af221ce3e63a5,410192000000.0,45.530836,-122.867283,Beaverton,OR,urban,Beaverton School District,Washington,f,f,Mr.,Special Needs,Special Needs,,,Technology,high poverty,Grades 3-5,837.51,10.0,f,9/3/13,9/26/13
120923,f7bb9546c97dd232b9c739cc6fe100fb,7e7392f73d99b3785988b0ba003592a3,f18c06ffdbc49d4c2e4c031eb95e2590,530528000000.0,46.276329,-120.875427,White Swan,WA,rural,Mt Adams School District 209,Yakima,f,f,Mr.,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades 9-12,356.96,120.0,f,9/5/13,9/12/13
17452,23f527eb0303b343af281195af8c1593,4adaaf5c525b8563b1b237d3aaf74323,d2173055da1c3558297aeeb0544765f9,60002908565.0,33.574532,-117.24682299999999,Murrieta,CA,suburban,Murrieta Valley Unif Sch Dist,Riverside,f,f,Mrs.,Environmental Science,Math & Science,Literacy,Literacy & Language,Books,moderate poverty,Grades 3-5,405.01,32.0,t,11/2/13,12/3/13
59449,7a5afda8275ca2df0c382f9f4c856180,5a104a306dc082fbdc693e189a7e77d5,098be0132b533df1acf48b8b632098f5,450249000000.0,33.745712,-78.909454,Myrtle Beach,SC,,Horry Co School District,Horry,t,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,372.95,90.0,f,3/4/12,4/26/12
51660,6a5485436430b12b4cdecbb233232ed8,b91e1ebafd5e3c4d34f747032de1da6b,3f319bfb0490c264f1d1aeb000cda3f9,62271003317.0,34.120312,-118.46476000000001,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Character Education,Applied Learning,Supplies,low poverty,Grades PreK-2,377.25,25.0,f,7/16/12,10/13/12
101368,cf56d49ffefc598c9b36021beaa54973,d0cba66acb94dd2eddc9e41088a932e0,30913eaa4212b4057c3862eed4de1d8d,370126000000.0,36.045459,-78.935597,Durham,NC,urban,Durham Public School District,Durham,f,f,Ms.,Literacy,Literacy & Language,,,Books,high poverty,Grades PreK-2,507.86,22.0,f,1/1/12,4/8/12
21622,2c9abdfc57e1d3a09b8cd513e68e6083,c148299d147441d0628210e4530cc42e,958377fa3ee41cad56f2c9ef85f90320,481623000000.0,32.775686,-96.693687,Dallas,TX,urban,Dallas Ind School District,Dallas,f,f,Mr.,Visual Arts,Music & The Arts,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,503.42,152.0,t,9/18/12,11/1/12
24567,32a0be67cb79bfaed01687281e4ca2fe,9e43422aad7100ba8e0ce94d8d66ab15,02de8266b9c93a315211c7dcba96cbe3,,34.061369,-118.26326100000001,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,Ms.,Health & Life Science,Math & Science,,,Supplies,high poverty,Grades 9-12,1082.73,110.0,f,1/8/12,1/22/12
113505,e842791248658b61ae1a0742155a0b84,c6801c6018a21254b553bb11f5830ac6,b024847ad4dced609013d87aec30fedb,483702000000.0,32.902702000000005,-96.733925,Dallas,TX,urban,Richardson Ind School District,Dallas,f,f,Ms.,Mathematics,Math & Science,Applied Sciences,Math & Science,Other,highest poverty,Grades 3-5,895.51,46.0,f,8/11/13,9/15/13
40016,5265e8e9a178b7df8c750e9c98093524,5349fece84308831f25fafe2fb0ed682,711b5a60712fc8d67dc81c091940661f,180477000000.0,39.745378,-86.151904,Indianapolis,IN,urban,Indianapolis Public Sch Dist,Marion,f,f,Ms.,History & Geography,History & Civics,Civics & Government,History & Civics,Other,highest poverty,Grades 3-5,434.05,26.0,t,2/26/12,3/26/12
100608,cddc569c8ae5fc94ba4d9da875e5af84,1cff34e45f466357f5c7fca53ca10899,7bed44fa8f6b5fb5de892365691d59a9,181239000000.0,37.983826,-87.38682,Newburgh,IN,suburban,Warrick Co School Dist,Warrick,f,f,Mr.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,moderate poverty,Grades 6-8,437.36,200.0,f,1/16/12,2/3/12
114087,e98904388a378adf77152072dd9b18a1,528adda00a7ee3f3eab6d38406f4a5b9,28d3a1eb29ab363929b2b7f62a5b4885,410516000000.0,45.520649,-123.125656,Forest Grove,OR,suburban,Forest Grove School Dist 15,Washington,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,1004.68,112.0,f,10/6/13,11/20/13
74138,97e4fc3a082f795fb363763940218422,9bd6fb48dc6fe854dca22c453e52d96b,c4f1db6a1b5c5c54a9bafb81a240ff6c,370297000000.0,35.172934999999995,-80.97774799999999,Charlotte,NC,rural,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Ms.,Literacy,Literacy & Language,,,Books,high poverty,Grades PreK-2,368.0,23.0,t,7/31/12,8/7/12
84322,ac69827f205f49a7ba2ae18f9ccad375,84e10138dd91c1d144383d33b9de92f9,10179fd362d7b8cf0e89baa1ca3025bb,62271003157.0,34.043939,-118.288371,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Performing Arts,Music & The Arts,Music,Music & The Arts,Supplies,highest poverty,Grades 3-5,562.96,20.0,f,1/23/12,2/11/12
106023,d8f9cc9c7b890e16cd9625aeda6145b6,9eeb9356ac058385c2c5840dcce9f024,e94a26da18884b67517b54fd837bf946,490081000000.0,40.28179,-111.649322,Provo,UT,urban,Provo City School District,Utah,f,f,Mrs.,Foreign Languages,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,253.32,54.0,f,11/1/13,12/5/13
73294,96460f340894c260cbfc7bdd16f66e9b,4fd9a8c038aa9f93a090eb7947a35bcc,52c2d94c4297d3a8f1a7987ef213a929,370192000000.0,36.087891,-79.737514,Greensboro,NC,urban,Guilford Co School District,Guilford,f,f,Ms.,Special Needs,Special Needs,Literacy,Literacy & Language,Other,high poverty,Grades PreK-2,321.55,6.0,f,12/15/13,1/8/14
37950,4e3314c9e0d11958fa5f52e49db61a0e,be25c37420d05e5f8f016ddc731156a8,d5f2d40851ade99b72fd41fbb9603654,62994004686.0,34.136984999999996,-118.173083,Pasadena,CA,urban,Pasadena Unified School Dist,Los Angeles,f,f,Mrs.,Foreign Languages,Literacy & Language,Visual Arts,Music & The Arts,Supplies,high poverty,Grades 3-5,498.89,20.0,t,5/17/13,6/17/13
110372,e19374e41395f48a47527e3a5cb4b15b,b4d2b23987da60d21648912e1f79a7e9,9f693b9ac37f0d07fa99ce0a98fe930a,410600000000.0,45.491196,-122.38384199999999,Gresham,OR,suburban,Gresham-barlow Joint SD 10,Multnomah,f,f,Mrs.,Economics,History & Civics,History & Geography,History & Civics,Books,high poverty,Grades 3-5,330.65,31.0,f,11/6/12,11/11/12
94318,c1015f9b1dcf7169fbf563c44e06ffa0,cb7ae2464a196b35753355b6247f1fb9,26f769e7f954cfaef7c10c7518a53c44,120156000000.0,27.999593,-82.77566999999999,Dunedin,FL,suburban,Pinellas Co School District,Pinellas,f,f,Ms.,Applied Sciences,Math & Science,Literacy,Literacy & Language,Supplies,high poverty,Grades 6-8,445.91,130.0,f,12/17/12,1/6/13
24737,32f7ffcd7ef86f698247feca34af6235,95a2903af723d35122b7c388493ae563,034d06b9242f3b3e9077670cebc96291,360010000000.0,40.624836,-74.15059699999999,Staten Island,NY,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,565.04,60.0,t,7/26/13,8/19/13
109117,df342f0c45a3a8a79903ecef527daad6,88bfc1586a86796dbc83471c844e02ed,002ce78d8d13832ae45f8521b70e89f5,100002000000.0,39.662678,-75.776377,Newark,DE,suburban,Delaware Dept of Education,New Castle,t,f,Ms.,Literature & Writing,Literacy & Language,,,Technology,moderate poverty,Grades 6-8,515.78,80.0,t,9/3/13,9/25/13
64367,840c72e872f3e604bf1a78b972d1b3bf,0152af5d2733358fb992a1d3337402d9,ec5361416ea1adf5490bbb5086c05d84,60639012414.0,35.267129,-119.065592,Bakersfield,CA,urban,Panama-buena Vista Union SD,Kern,f,f,Ms.,Literacy,Literacy & Language,Character Education,Applied Learning,Books,highest poverty,Grades 3-5,1073.84,32.0,t,2/19/13,5/16/13
24933,335be970d0df1cb2f8a1040d1d1aa9ca,03f1ba3c76696c5961c01cf4b1d07a91,1bccf08573de8c8ad454f1c389a74d76,362580000000.0,42.078316,-73.949074,Saugerties,NY,suburban,Saugerties Central School Dist,Ulster,f,f,Mrs.,Mathematics,Math & Science,Environmental Science,Math & Science,Technology,high poverty,Grades 3-5,758.12,25.0,f,3/18/13,4/17/13
