projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
4070de381b507be5466b1c7105624be6,816509694113b541b095fa98dcf12e00,bc8dc81dd7e4a731dcaa135c0faec0f1,370021000000,36.435198,-81.43996,Jefferson,NC,rural,Ashe Co School District,Ashe,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,moderate poverty,Grades PreK-2,401.96,18,f,9/26/12,12/9/12
ead3e6c7b08f18de56995f6c69d9d115,751b638657a615ce35dddf13a324b5c6,6e010dbf500f85a53f48d2cf5738397a,90045000001,41.192864,-73.174296,Bridgeport,CT,urban,Bridgeport City Sch District,Fairfield,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,438.51,30,f,7/21/13,8/30/13
f8b31c25107f9b3aafb86dffc0b38164,97a37fe4fad21e1d3164621141f09597,7fd5528c991d73889ec73aa99823bec0,60837000822,39.761032,-121.839353,Chico,CA,urban,Chico Unified School District,Butte,f,f,Mrs.,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades 3-5,400.42,30,f,9/1/13,12/2/13
019e264e732776c0b30ef0360fe14d37,2a30f1f3daf4a6f882f82bcd6d1a75d7,4fbf5b7beee15bc27c83d06ee1327d3f,63531005999,33.714134,-117.863678,Santa Ana,CA,urban,Santa Ana Unified Sch District,Orange,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,225.88,30,f,11/17/12,1/2/13
cfc5415e9b8614f583f1ee5a2d234404,c1c07fcb64079fa78968d9d7fe4ad45a,a14312efdda21865ecce1f4caf4c83b1,360009000000,40.8383,-73.903172,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Ms.,ESL,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,429.69,40,f,6/2/13,7/5/13
0321ae1b0e698322efef63fd9cbc82bf,31a430067f4807e82ee85aa3b78d7c80,288075cdd10cc071632ff2d353960597,62271003368,34.212955,-118.506592,Van Nuys,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Health & Life Science,Math & Science,Social Sciences,History & Civics,Technology,highest poverty,Grades PreK-2,549.95,24,t,5/10/12,7/4/12
b5f70c58e4b289a3221f06aa448f7d76,b779d8bd9a7249354d01427705a4ce19,ed54674f6ef8e0c2dd7bd35ed8e69dc4,62271009573,33.944778,-118.20091,South Gate,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 3-5,283.58,24,f,1/29/12,3/5/12
dfc156f7acb2573e74ff6ce6211d75b7,281a37c5b0e695aa6c1833fa0a29e1b5,821916b729a990e35daa24adeb70a999,80492002025,40.00409,-104.721719,Lochbuie,CO,rural,Weld Co SD Re-3j Keenesburg,Weld,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades PreK-2,601.55,27,f,1/22/12,5/13/12
bd832cad4ebbef703a614a1698c85554,c86c78b1529bd8f3990e75b16f2625b2,c616f2b904ae4777c295c3cab4aec428,63432011153,32.719613,-117.153568,San Diego,CA,urban,San Diego Unified School Dist,San Diego,f,f,Ms.,Visual Arts,Music & The Arts,Character Education,Applied Learning,Supplies,highest poverty,Grades 9-12,992.14,550,f,3/26/13,4/20/13
52ca77ef6ab20210a200548b914a46fa,95f924a8ed4238e90d17546e95688365,bbcb18ac6b3a880708912e7bc0e7e7ad,63441007732,37.781818,-122.419762,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Visual Arts,Music & The Arts,Character Education,Applied Learning,Technology,highest poverty,Grades 3-5,668.24,35,f,6/8/13,8/25/13
696a8094248622b8303b5ae498ab736e,70cd4921a1c00767aeb5e50922aaa583,f1a0f467d586c71093c2b057596f23ba,50228000006,36.291806,-93.294864,Alpena,AR,rural,Alpena School District 5,Boone,f,f,Mr.,Applied Sciences,Math & Science,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,490.47,46,f,7/10/12,8/28/12
489567fcf96b2bc58c23ad7d42c419d5,018f1317d4d246b6f552a23a734a2a1c,70240e302b65ad9b1b8d050db96614a7,171899000000,38.888162,-89.736039,Alhambra,IL,rural,Highland Cmty Sch District 5,Madison,f,f,Mrs.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Supplies,moderate poverty,Grades PreK-2,262.16,100,t,4/27/13,5/28/13
2f2fdda455724041c42863f6919a3be6,da2d12aa9f4403beefde44cb1b4f33c3,d7bc8aebc44586cfb5b7cb7fe919ffe2,170993000000,41.963494,-87.723179,Chicago,IL,urban,O'hare Elementary Network,Cook,f,f,Ms.,Literacy,Literacy & Language,,,Other,highest poverty,Grades PreK-2,309.26,26,f,3/5/12,3/17/12
3a16605d824e960ca2379d40b8d7f54a,f06590df33101e4e35c15b1bac256957,d473fa93d3347fa116165e4bbfc69e4b,320006000000,36.154797,-115.127052,Las Vegas,NV,urban,Clark Co School District,Clark,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 3-5,491.13,80,f,5/7/12,6/27/12
91c3723a237b14b2a87cb2e13e463b89,607d4493745e0318e23ab77824cb957c,bc4a3aad1ce6106fe292f1eb8a773650,62271002828,34.114408,-118.253961,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,,,Other,highest poverty,Grades PreK-2,1039.24,25,f,1/29/12,4/6/12
4ac034781dfa176a35a02c93b4b7b0a6,30b02b1af1b22c61cf0107f8ec9e4a5c,197a49fc662eb3104f210af07c0e072c,61146001260,33.925793,-118.135056,Downey,CA,suburban,Downey Unified School District,Los Angeles,f,f,Mrs.,Special Needs,Special Needs,Visual Arts,Music & The Arts,Supplies,high poverty,Grades PreK-2,324.87,12,f,2/26/12,3/30/12
9b9043974fdb03e971ae2549de807b1d,0549b787a29b55acabf4724ce28a1402,5f86113bfaa5f960aa82855c66c0781d,60133201201,38.634647,-121.452908,Sacramento,CA,urban,Twin Rivers Unified Sch Dist,Sacramento,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,1016.39,28,f,9/7/13,10/5/13
c1f53763a42501b8575c83491545a029,cdc3fc90197bc04de081614de79039ea,a89a8aca1ddadfa5a80b07ff968a4579,481611000000,29.965508,-95.683839,Cypress,TX,suburban,Cypress-fairbanks Ind Sch Dist,Harris,f,f,Mrs.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 6-8,396.61,75,f,9/17/12,10/15/12
1f8950f5817c3b145ab2ad0e2dd537d0,a09e1029d043cfcc81df4a4a966d4df2,9c709d699f11cbb5150f810723a1d175,173451000000,42.299987,-89.106253,Rockford,IL,urban,Rockford School District 205,Winnebago,f,f,Mrs.,Literacy,Literacy & Language,Other,Applied Learning,Supplies,highest poverty,Grades PreK-2,502.05,120,f,2/28/13,3/5/13
214549ef34b0a1692703d5bdfc38e7f0,07e5e8a3ec177ac9461ec1f5e23f0697,cf26d248d91beb0d6bb82dda4f2f0340,360012000000,40.676156,-73.880158,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Ms.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Supplies,highest poverty,Grades PreK-2,324.65,400,f,10/3/13,10/31/13
396e41bee9ec471bdc09a19245072fb5,b3dc243f37fce239d301446bc75f40a4,7df51cb559fe4252122baad90aac4bba,170993000000,41.88966,-87.709014,Chicago,IL,urban,Chicago Psd-area 21,Cook,f,f,Mrs.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 9-12,507.52,150,t,2/18/12,4/13/12
53b3732b91f98260cd755ced47eb9520,5d7fe79eaa0755b85bfbaed40ce02192,fc41f2ceeb25bfb4a13c9ebd0b207270,530048000000,47.036596,-122.36079,Graham,WA,suburban,Bethel School District 403,Pierce,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades PreK-2,1061.92,75,f,6/27/13,8/7/13
dbdd659df5a82a26d431ea0863967a08,b129154c602a2ca121b0dd5175ce77fa,e52b171bf917659b3d928fa28694234f,62724004120,33.630674,-117.904824,Newport Beach,CA,urban,Newport Mesa Unified Sch Dist,Orange,f,f,Ms.,Music,Music & The Arts,,,Books,moderate poverty,Grades 3-5,289.12,60,f,9/16/12,10/1/12
6867556d7627e2f549850b6f7879346d,aae907feb0f7f8f6a50e7edc7c9a8bcc,a268dfb340af82c26ced3bb8db719ae8,482142000000,32.720647,-96.989122,Grand Prairie,TX,suburban,Grand Prairie Ind Sch District,Dallas,f,f,Ms.,Performing Arts,Music & The Arts,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades 6-8,965.99,300,f,1/31/13,5/14/13
b48da6834e0babc48dcc77b71c2c96ab,9ae5a7d4728305bf1b65d85d110f3e40,46f3fd06232ab0b2a2f7ae25578fc0c0,370441000000,36.503772,-80.67676,Mount Airy,NC,,Surry Co School District,Surry,f,f,Mrs.,Health & Life Science,Math & Science,,,Other,highest poverty,Grades 9-12,788.14,20,t,11/20/13,3/15/14
1c946609c8207ade679117ca5673da97,5708863bdfe06265d3fc726193e7482a,54ffa14164ce00c6dca65295be0899c7,180021000000,40.290105,-87.24405,Attica,IN,,Attica Cons School District,Fountain,f,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,497.75,22,f,11/21/13,2/23/14
8ce1536c6138de0f23f525f57a576099,be14e58adcf90998fe0388084f97c0e4,9ec87580a4283148edeba6e4a867ec08,240006000000,39.115707,-76.719832,Fort Meade,MD,suburban,Anne Arundel Co School Dist,Anne Arundel,f,f,Ms.,Special Needs,Special Needs,Early Development,Applied Learning,Technology,highest poverty,Grades PreK-2,871.45,24,f,3/9/13,7/1/13
f18be37d3ad9ab00834b94dbb3b5de90,5d7a5c2d6f7744e0e3339884b04260cd,dab504633a9e2012b9a6ecb69e669938,62805004312,37.789818,-122.243568,Oakland,CA,urban,Oakland Unified School Dist,Alameda,f,f,Mr.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades 9-12,1071.95,400,f,10/5/13,11/10/13
e131446cf34e2012d59788c777ae9bf4,9a0ad783bfaf2ee65248e224cc399b23,1dfbd34a990fdecf8bc9ce48d0d382be,550852000000,43.057533,-89.312073,Madison,WI,,Madison Metropolitan Sch Dist,Dane,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,436.61,31,t,9/8/12,10/23/12
012225a82f502e873265f376b33fd70f,2ce5c82e7ae263a5b468b16c9532053c,e766573fb8b541b94974c9d32089f32c,63441005674,37.783805,-122.471104,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Early Development,Applied Learning,,,Other,highest poverty,Grades PreK-2,1070.69,23,f,6/4/13,7/5/13
e31b89d39093077877e2b2969d4a358f,0d9b6834a883c53a6970f923d2e30e90,dcd68cdd1820003eeca5791f5a6a9b4c,120039000000,25.669579,-80.391773,Miami,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Mr.,Visual Arts,Music & The Arts,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 6-8,463.82,999,t,10/26/13,11/7/13
2662d4169bb892e14e29b85d7ebbf592,9dafc630798dfddf90243af967a04b4a,bf5c291b703d3abf5d0ddb2a762f3bda,62271012677,34.195648,-118.442179,Van Nuys,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 3-5,575.99,32,f,2/1/12,4/27/12
69645ae445b290b803821489ecfa7fd5,fb13a576ea543129224ee883fcd0e8ac,5b4b4a43727e3abea3ea81d184da50bd,470318000000,36.128422,-86.70636,Nashville,TN,urban,Metro Nashville Pub Sd,Davidson,f,f,Mrs.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Supplies,highest poverty,Grades PreK-2,509.16,19,f,10/23/12,12/10/12
9027788c7145eb443a672d1ecb84dc95,776074f73103dfe95435201a5637d34f,2871539f0d2206429abbe84da41edbb7,63386008957,33.65314,-117.651584,Mission Viejo,CA,suburban,Saddleback Valley Unified SD,Orange,f,f,Ms.,Foreign Languages,Literacy & Language,History & Geography,History & Civics,Technology,moderate poverty,Grades 9-12,705.47,118,f,12/2/12,12/9/12
ea868aa8aa9689915b4c21590856af7d,20ac59dba2dcf554cdecf842ec280b4e,28281a06c7122cd25b6f37e1690e651c,440090000000,41.838461,-71.451707,Providence,RI,urban,Providence Public School Dist,Providence,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 9-12,511.53,100,f,8/27/12,9/29/12
9f14287a0f6e8c08d0a1e98a8d34754e,3ed99c8632af9c1f3f5077e36c021ce0,a775715c324aaec24e128fc7ee1c3c57,90483000972,41.563958,-73.043007,Waterbury,CT,suburban,Waterbury Public School Dist,New Haven,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades 3-5,443.46,23,f,9/29/13,11/18/13
a013a96cd6eab7c002a6f500e7faeb1f,f5f1a06fa4cee2e0696c66d634d44556,168c9f77e984276e307e56ebc4d52d91,481500000000,30.200015,-95.42442,Conroe,TX,suburban,Conroe Ind School District,Montgomery,f,f,Mr.,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 9-12,453.33,32,f,1/16/13,5/4/13
b4e63aee860a14f576c74f83fd7d20b0,3b8db60ec75d63506d4ccc59f6e60efc,60125d77df6864612498fca48e4eb0d4,120039000000,25.691033,-80.16706,Key Biscayne,FL,rural,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Ms.,Literacy,Literacy & Language,College & Career Prep,Applied Learning,Technology,moderate poverty,Grades 3-5,1105.34,550,f,11/16/13,3/1/14
e7fc3fc1a69ce2c66ac4a12118d51021,d0297763fadc0684be4448b3143411b6,79de8c39c6df649d4b0b06318befbfd0,63441005360,37.759357,-122.469395,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Visual Arts,Music & The Arts,Mathematics,Math & Science,Supplies,moderate poverty,Grades PreK-2,288.94,22,f,1/28/12,3/23/12
f9b38f1447381ee1b5c1859b0f067946,010b2268cdf0a9eb930a4fb55f465b2d,730da46ba6e266c675a4b8693801a439,220090000000,29.40954,-90.277177,Golden Meadow,LA,,Lafourche Parish School Dist,Lafourche,f,f,Ms.,Literacy,Literacy & Language,,,Other,highest poverty,Grades PreK-2,552.81,23,f,9/4/13,9/16/13
bb6e75c324ba847afe24fdfd0df7bdd8,7b19b03b9157c1bbf69b9684e92a04cb,29e280c58f329470645f7b2a6a370714,260381000000,43.889918,-85.855791,Baldwin,MI,rural,Baldwin Cmty School District,Lake,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,500.34,25,f,7/27/12,8/25/12
1b12161036203176cc454760ec8d8ccd,c7b2b080f5261b30f9a4149361316a7e,a3a6563b3ef25017a39a9455908d6c71,62073007505,35.304858,-119.082542,Bakersfield,CA,urban,Lakeside Union Sch District,Kern,f,f,Mr.,Literacy,Literacy & Language,Visual Arts,Music & The Arts,Supplies,high poverty,Grades PreK-2,446.14,25,t,10/15/13,11/14/13
f95d73313ea92a1366ec031ab1f3a824,76e2bd40a05290cdeec30c201c10207c,999e785e3ddb7d26817e38ec6cacb15e,490066000000,39.526557,-111.587362,Moroni,UT,rural,North Sanpete School District,Sanpete,f,f,Mrs.,Character Education,Applied Learning,,,Supplies,highest poverty,Grades 6-8,564.33,46,t,1/27/12,2/7/12
a0d0983060f61be328ec321d66f5cf04,ced9cec71aa7d3b2262312d23e3fd472,a66e444be1f85672d656927fc304f2de,,41.915157,-87.730337,Chicago,IL,urban,Chicago Psd-Area 52/53,Cook,t,f,Mr.,History & Geography,History & Civics,Social Sciences,History & Civics,Technology,highest poverty,Grades 9-12,970.31,120,t,11/2/12,2/7/13
7f10939de9cc0b1e83c515aff03e6ab6,de37fe4de603eb62cd14e705dd75cf21,08fa2ee93ce75dac1acef8acb5ae4625,63441005580,37.751323,-122.497226,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Mr.,Environmental Science,Math & Science,,,Supplies,high poverty,Grades 6-8,446.55,100,f,11/21/12,12/6/12
79f3b5192fd567f16a92d5d189b9a313,58a7dd2c7e875abe74789baae3dce5d1,414d3ce20e1742c8c6fac3f8fb5ba064,290058000000,38.580034,-90.238096,Saint Louis,MO,urban,Missouri Dept of Education,St Louis City,t,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,178.59,20,f,9/25/13,10/29/13
df89a00375fe4f540de0fcf6bafcdcf6,7018f4c0801feb0b6bd7dc15c265cfee,2dea8dcd0e98cb0446cb1f7eb953965a,120039000000,25.742291,-80.347515,Miami,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Ms.,Performing Arts,Music & The Arts,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 6-8,978.65,500,t,11/3/13,12/18/13
86322a8a2357540711eee8c9714cf80a,310e44baa5afe2b352e01f1f76392529,30a4e379699f72b66ed304a859aaaf90,490105000000,40.595073,-112.468444,Grantsville,UT,,Tooele Co School District,Tooele,f,t,Mr.,Music,Music & The Arts,,,Supplies,high poverty,Grades 6-8,524.87,50,t,2/7/13,4/13/13
6d59882c6b14e7495d5d5742050545ed,b40d498d2b609272adc3e8baac82bd6a,278375628cf1b4406913c39e693d4657,262487000000,43.197367,-86.2375,Muskegon Hts,MI,suburban,Muskegon Hgts Public Sch Dist,Muskegon,f,f,Ms.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 3-5,1521.82,17,f,1/25/12,4/12/12
7eff73b6ffa50e4f2505befb661be3c8,bbe2594106725cea65e1f984f4451a6e,d53c19b12739a2838f53dfc30fe87d0f,160234000000,43.536222,-116.532681,Nampa,ID,,Nampa School District 131,Canyon,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,827.51,520,f,11/15/13,12/21/13
9612bca2490d065386653c6920d04de0,b47dd57c565faa5d8a3091707bf27d2a,8324823d2cc39961b2ef2cf384f91d61,120018000000,26.280272,-80.101151,Pompano Beach,FL,urban,Broward Co Public Schools,Broward,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades 3-5,496.24,18,f,5/26/13,7/5/13
e70704371e528af98c660362c768bf25,c47436f9410a6e060c2ace7f2a91ebda,5af44f84076981f3c8d3550d279232a8,481970000000,32.678284,-97.455849,Fort Worth,TX,suburban,Ft Worth Ind School District,Tarrant,f,f,Mrs.,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,moderate poverty,Grades PreK-2,413.52,24,f,6/29/12,7/17/12
915ba175ed8abbf2505e31c6baa04e4f,7c899bbf2e70f6ea186ece002bf68bfb,d2be757b933c785a0b898efe74aec8ea,420768000000,40.000018,-76.85661,Dover,PA,suburban,Dover Area School District,York,f,f,Ms.,Health & Wellness,Health & Sports,Music,Music & The Arts,Technology,moderate poverty,Grades 6-8,498.93,560,t,2/19/13,4/5/13
7670def995a9c4fa79f797a71bd86bb8,163ae73db80c832b22cf2e86b60b9f5e,14e735dda916b12ef3bf9d8f12cda36c,60639009333,35.349929,-119.089595,Bakersfield,CA,urban,Panama-buena Vista Union SD,Kern,f,f,Mrs.,Applied Sciences,Math & Science,,,Technology,moderate poverty,Grades 3-5,1371.93,30,f,11/2/12,12/23/12
39bc359e09d908f7e47671379f9f2a3c,927d1a558d132fb2d5982d58551f8926,e6a9be7e9558595be246230bfbed5113,470222000000,36.041386,-83.934181,Knoxville,TN,urban,Knox Co School District,Knox,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,180.46,20,f,4/25/12,5/31/12
d817a0c0731d51d8d8a051a5c50c9362,990f8d5da1a36cd357666e131ba32c63,54c6971a90d227204366c9a213df0786,230993000000,43.676252,-70.294893,Portland,ME,urban,Portland Public School Dist,Cumberland,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 6-8,344.06,150,f,3/17/13,5/8/13
1c5f2667170354ed3c21aee609c40b2a,9fa18f32826364fa5fd478b72bfd8869,7e185d1b2757c100be5c68fb298e98d1,481623000000,32.728008,-96.869934,Dallas,TX,urban,Dallas Ind School District,Dallas,f,f,Ms.,Early Development,Applied Learning,,,Other,highest poverty,Grades PreK-2,503.76,24,t,12/1/13,2/21/14
f8389a291f4a661a4c46823ebf8dda9f,d7a4831d5d2b1e5549ae0ec387571996,564cd40b88a866a15802832fdec6361a,62271011644,33.775578,-118.265904,Wilmington,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Music,Music & The Arts,Gym & Fitness,Health & Sports,Supplies,high poverty,Grades PreK-2,347.42,21,f,1/24/12,2/12/12
7fcd33bdd287229a797b6e14be73277a,29934c2f92e8b05cb668946732976c17,0d1c2c83636e2f438c21cc0ef2896a0b,390438000000,39.954808,-83.03758,Columbus,OH,urban,Columbus City Sch District,Franklin,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,307.82,28,f,6/16/13,7/3/13
0809a0b11fe1efa493d8a9354f0276bc,ac08335c319054e6e1f948bd35acfcc5,da2e05073330bab8ddb8cc726c5be974,360008000000,40.821114,-73.951914,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,987.13,40,f,9/8/13,9/27/13
982cea26ff955e4d73b7e2ac6ee47dce,6288cfc3d0443bcde6509e45b0137fc0,d769b05aad5de22299536807ac515d26,272124000000,44.953151,-93.259895,Minneapolis,MN,urban,Minneapolis Public Sch Dist,Hennepin,f,f,Ms.,Social Sciences,History & Civics,Civics & Government,History & Civics,Books,highest poverty,Grades 6-8,453.72,125,f,11/12/13,1/6/14
4698f1e71ac159c41a11790909d845d2,9f359388deace82eac7596d401b03c6e,86132381f0bf521428c16d79b089d6f8,120105000000,28.500727,-81.703873,Clermont,FL,,Lake Co School District,Lake,t,f,Mrs.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades 6-8,346.75,125,t,6/9/13,9/2/13
12798828a1e7a8020cfc85d93da4420d,7366f57da4e348e978a784c482945748,da7ec68a2a33aff8b6f3ec71568591a9,550960000000,43.109932,-87.977806,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,f,f,Ms.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,396.14,30,t,10/10/12,10/31/12
c77a3f3f2e6b971c3cf39d94cdb2e7fa,9b07fdf939b80bb9a6982480af0a630a,0451f861c30eb00f7072e8c58af25aea,130186000000,33.761002,-84.782692,Douglasville,GA,suburban,Douglas Co School District,Douglas,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,609.28,30,f,8/3/13,11/21/13
66f231e7c3f0a6bc58e1cd779408d4d5,101eafd24cdc77848a837e5c2f1afbc0,2a6523324a286b6b349f7fc081e38b0b,62958008727,34.568922,-118.020415,Palmdale,CA,suburban,Palmdale School District,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,267.66,30,t,11/18/12,1/4/13
b656f91f528964f50d702f346051f14a,4972e3b10f57309503763af775b6ec70,60dd350bd15b2544a424ceeb0d7cfd3a,450144000000,32.853467,-79.991511,N Charleston,SC,urban,Charleston Co School District,Charleston,f,f,Mrs.,Foreign Languages,Literacy & Language,,,Books,highest poverty,Grades PreK-2,1033.2,250,f,7/27/13,11/15/13
5f0d8787f4a60297bbb95174b4264874,b8157fa44815f3645faf56016e270d43,a37a36b73b0463abe0a1cccd1f860426,292928000000,38.653316,-90.218727,Saint Louis,MO,urban,St Louis City Public Sch Dist,St Louis City,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,312.74,25,t,8/22/13,8/27/13
ea0a54d94dae26b5001f8cab992de69c,38d3d43180c863c365151b0b093b0235,86ea9d383231bf67070c2024ebc29155,50663000398,34.456624,-92.729727,Malvern,AR,rural,Glen Rose School District,Hot Spring,f,f,Mr.,Performing Arts,Music & The Arts,Music,Music & The Arts,Technology,high poverty,Grades 9-12,800.15,999,t,10/23/13,2/2/14
fa26817b8352a9dec08ae5b9be9fe8d6,2f57c494514a1083ca91bbefc33b2026,e2522cf2744a19c549d2990f7ef42a68,63432005447,32.747158,-117.208481,San Diego,CA,urban,San Diego Unified School Dist,San Diego,f,f,Mrs.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Other,highest poverty,Grades PreK-2,181.05,24,f,5/31/12,6/20/12
cbf7a83f140f948719bfec774074e162,c3686a44ecc9033e740be6f68a3fa41f,6456bb036a390fe6d84a4671bcca7b5c,20018000400,61.250238,-149.685845,Jber,AK,urban,Anchorage School District,Anchorage,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades 3-5,1001.04,30,f,8/9/13,11/29/13
3117343aa73c4f05899634a30c333a83,66e69323b1e40212b896a38b710d6c56,26d5c3d3988c220740fbac13cbbfd345,120039000000,25.944853,-80.122993,Sunny Isl Bch,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades 6-8,593.71,500,f,10/8/13,11/2/13
e50287f8554da46985580408f73ac018,64568054c3fc910c7c74c61528b2d4ee,584efc84431919d6c318da382fda89ab,,41.673992,-83.674988,Toledo,OH,urban,Ohio Department of Education,Lucas,t,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,761.27,15,f,10/25/13,12/10/13
84000fdfa242e804a7fcb096e5e0de45,ba99428f97066261144c6df533249d25,ade1d58411cc84ac2b1ab6d0dbfbd41a,60639010503,35.288774,-119.045229,Bakersfield,CA,urban,Panama-buena Vista Union SD,Kern,f,f,Ms.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Supplies,highest poverty,Grades 3-5,1038.33,175,f,9/8/12,9/17/12
6bd81e9971a86bde5c8a639ff277ed6a,684b1da079e9d7c3687bfe38bbe4c49d,f74c1ee4f40e3612909698e949824bf5,510411000000,36.896047,-81.269954,Rural Retreat,VA,rural,Wythe Co School District,Wythe,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,high poverty,Grades 9-12,458.73,100,t,8/25/12,11/20/12
331fb88f86d516652c5ddada3c4c5680,ac7f11de97f4ec72836169c95b590d76,a520cfda0221817a50d4a9f461ae68bc,63066004755,33.895532,-117.859454,Placentia,CA,suburban,Placentia Yorba Linda Usd,Orange,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,low poverty,Grades PreK-2,1017.48,92,f,9/17/13,9/27/13
